Timestamp,UTC,Latitude,Longitude
1745337432.616165,2025/04/22 - 15:57:12,49.384953833333334,1.0677896666666666
1745337433.581824,2025/04/22 - 15:57:13,49.3849635,1.0678026666666667
1745337434.5980663,2025/04/22 - 15:57:14,49.3849775,1.0678183333333333
1745337435.561192,2025/04/22 - 15:57:15,49.38499316666667,1.0678346666666667
1745337436.582748,2025/04/22 - 15:57:16,49.38500616666666,1.0678471666666667
1745337437.5513103,2025/04/22 - 15:57:17,49.38501266666667,1.067855
1745337438.5692937,2025/04/22 - 15:57:18,49.38501933333333,1.0678645
1745337439.5860891,2025/04/22 - 15:57:19,49.3850265,1.0678751666666666
1745337440.6027348,2025/04/22 - 15:57:20,49.38503433333333,1.0678856666666667
1745337441.5659626,2025/04/22 - 15:57:21,49.38504316666667,1.0678951666666667
1745337442.5852365,2025/04/22 - 15:57:22,49.3850505,1.0679049999999999
1745337443.657616,2025/04/22 - 15:57:23,49.38505966666666,1.0679175
1745337444.5700736,2025/04/22 - 15:57:24,49.38506983333333,1.0679316666666667
1745337444.84299,2025/04/22 - 15:57:24,49.38506983333333,1.0679316666666667
1745337445.5410447,2025/04/22 - 15:57:25,49.3850765,1.0679473333333334
1745337446.5575564,2025/04/22 - 15:57:26,49.385079833333336,1.0679585
1745337447.5774622,2025/04/22 - 15:57:27,49.385083,1.0679696666666667
1745337448.5427039,2025/04/22 - 15:57:28,49.3850885,1.0679803333333333
1745337449.5615752,2025/04/22 - 15:57:29,49.385097333333334,1.0679905
1745337450.6331825,2025/04/22 - 15:57:30,49.38510516666667,1.0680041666666666
1745337451.6507761,2025/04/22 - 15:57:31,49.38511233333333,129.068021
1745337452.6190884,2025/04/22 - 15:57:32,49.38512133333333,1.0680325
1745337453.588311,2025/04/22 - 15:57:33,49.385129166666665,1.068046
1745337454.604239,2025/04/22 - 15:57:34,49.38513316666667,1.068063
1745337455.5694737,2025/04/22 - 15:57:35,49.385137,1.0680765
1745337456.5872521,2025/04/22 - 15:57:36,49.385142333333334,1.0680906666666667
1745337457.5506256,2025/04/22 - 15:57:37,49.385149,1.0681033333333334
1745337458.5700784,2025/04/22 - 15:57:38,49.38515916666667,1.0681168333333333
1745337459.6923888,2025/04/22 - 15:57:39,49.3851705,1.0681301666666667
1745337460.6021814,2025/04/22 - 15:57:40,49.38518216666667,1.0681461666666667
1745337461.6227026,2025/04/22 - 15:57:41,49.38519266666667,1.0681623333333332
1745337462.6402893,2025/04/22 - 15:57:42,49.385202166666666,1.0681795
1745337463.6621146,2025/04/22 - 15:57:43,49.38521,1.0681943333333332
1745337464.6261082,2025/04/22 - 15:57:44,49.385218,1.0682065
1745337465.6428242,2025/04/22 - 15:57:45,49.385227,1.068221
1745337466.5530849,2025/04/22 - 15:57:46,49.385233666666664,1.0682363333333333
1745337467.6276543,2025/04/22 - 15:57:47,49.385240833333334,1.0682503333333333
1745337468.6499622,2025/04/22 - 15:57:48,49.38524966666667,1.0682635
1745337469.614922,2025/04/22 - 15:57:49,49.38526066666667,1.068276
1745337470.365737,2025/04/22 - 15:57:49,49.38526066666667,1.068276
1745337470.6378539,2025/04/22 - 15:57:50,49.385273,1.0682861666666668
1745337471.6595876,2025/04/22 - 15:57:51,49.385284,1.0682941666666665
1745337472.6779435,2025/04/22 - 15:57:52,49.385293,1.068302
1745337473.7522128,2025/04/22 - 15:57:53,49.3853015,1.0683136666666666
1745337474.7687757,2025/04/22 - 15:57:54,49.38530866666667,1.0683258333333334
1745337475.8914294,2025/04/22 - 15:57:55,49.38531866666666,1.0683351666666667
1745337476.7484415,2025/04/22 - 15:57:56,49.38532433333333,1.068346
1745337477.711847,2025/04/22 - 15:57:57,49.385330333333336,1.068357
1745337478.6812048,2025/04/22 - 15:57:58,49.385339,1.068366
1745337479.7004614,2025/04/22 - 15:57:59,49.385349166666664,1.0683771666666666
1745337480.6120718,2025/04/22 - 15:58:00,49.38535783333333,1.0683901666666666
1745337481.6288893,2025/04/22 - 15:58:01,49.385366,1.0684025
1745337482.5947266,2025/04/22 - 15:58:02,49.385374666666664,1.068415
1745337483.5637124,2025/04/22 - 15:58:03,49.38538116666667,1.0684251666666666
1745337484.588876,2025/04/22 - 15:58:04,49.38539,1.0684366666666667
1745337485.6057034,2025/04/22 - 15:58:05,49.38539933333333,2.4665500000000002
1745337486.5692225,2025/04/22 - 15:58:06,49.3854075,1.0684613333333333
1745337487.5326881,2025/04/22 - 15:58:07,49.38541466666667,1.0684758333333333
1745337488.555457,2025/04/22 - 15:58:08,49.38542433333333,1.0684885
1745337489.3606913,2025/04/22 - 15:58:08,49.38542433333333,1.0684885
1745337489.5803993,2025/04/22 - 15:58:09,49.38543333333333,1.0684998333333333
1745337490.5441077,2025/04/22 - 15:58:10,49.385441166666666,1.0685123333333333
1745337491.560825,2025/04/22 - 15:58:11,49.38545,1.0685256666666667
1745337492.577479,2025/04/22 - 15:58:12,49.38545966666667,1.0685408333333333
1745337493.543778,2025/04/22 - 15:58:13,49.385468833333334,1.0685523333333333
1745337494.5624707,2025/04/22 - 15:58:14,49.38547716666667,1.0685636666666667
1745337495.580648,2025/04/22 - 15:58:15,49.38548633333333,1.0685808333333333
1745337496.5990052,2025/04/22 - 15:58:16,49.385495166666665,1.0685966666666666
1745337497.563124,2025/04/22 - 15:58:17,49.385504166666664,1.0686085
1745337498.5326388,2025/04/22 - 15:58:18,49.3855155,1.0686211666666667
1745337499.5543344,2025/04/22 - 15:58:19,49.38552583333333,1.0686333333333333
1745337500.5728726,2025/04/22 - 15:58:20,49.3855365,1.0686473333333333
1745337501.5380142,2025/04/22 - 15:58:21,49.385546833333336,1.0686606666666667
1745337502.5551972,2025/04/22 - 15:58:22,49.385557,1.0686731666666667
1745337503.575282,2025/04/22 - 15:58:23,49.385566,1.068686
1745337504.5459108,2025/04/22 - 15:58:24,49.3855755,1.0686968333333333
1745337505.6170204,2025/04/22 - 15:58:25,49.385583833333335,1.0687056666666666
1745337506.6893122,2025/04/22 - 15:58:26,49.38559,1.0687041666666666
1745337507.7071753,2025/04/22 - 15:58:27,49.385593,1.0686905
1745337507.979913,2025/04/22 - 15:58:27,49.385593,1.0686905
1745337508.572196,2025/04/22 - 15:58:28,49.385596,1.0686741666666666
