Timestamp,UTC,Latitude,Longitude
1741798683.9726477,2025/03/12 - 16:58:03,49.38460283333333,1.0685646666666666
1741798685.022881,2025/03/12 - 16:58:04,49.3846025,1.068565166666667
1741798815.2487576,2025/03/12 - 17:00:14,49.38459633333333,1.0685706666666666
1741798816.299069,2025/03/12 - 17:00:15,49.3845965,1.0685696666666666
1741798817.3491254,2025/03/12 - 17:00:16,49.38459683333333,1.0685691666666666
1741798863.4337964,2025/03/12 - 17:01:03,49.384604333333336,1.0685695
1741798864.4840596,2025/03/12 - 17:01:04,49.384604333333336,1.0685695
1741798865.5341284,2025/03/12 - 17:01:05,49.38460416666667,1.0685691666666666
1741798866.5842538,2025/03/12 - 17:01:06,49.384604,1.0685691666666666
1741798867.6364558,2025/03/12 - 17:01:07,49.3846035,1.068569
1741798868.7455585,2025/03/12 - 17:01:08,49.3846035,1.068569
1741798869.854114,2025/03/12 - 17:01:09,49.384603,1.068569
1741798870.9629586,2025/03/12 - 17:01:10,49.384603,1.0685688333333334
1741798872.0722213,2025/03/12 - 17:01:11,49.38460283333333,1.0685685
1741798873.1804912,2025/03/12 - 17:01:12,49.3846025,1.0685681666666669
1741798874.2890515,2025/03/12 - 17:01:13,49.38460233333333,1.0685681666666669
1741798875.3967304,2025/03/12 - 17:01:15,49.38460166666667,1.0685675
1741798876.5055776,2025/03/12 - 17:01:16,49.38460166666667,1.0685673333333334
1741798877.614618,2025/03/12 - 17:01:17,49.384601333333336,1.0685668333333334
1741798878.723663,2025/03/12 - 17:01:18,49.384601333333336,1.0685666666666669
1741798879.8326623,2025/03/12 - 17:01:19,49.38460116666666,1.0685666666666669
1741798880.9417808,2025/03/12 - 17:01:20,49.38460116666666,1.0685665
1741798882.0513084,2025/03/12 - 17:01:21,49.38460116666666,1.0685661666666666
1741798883.1650236,2025/03/12 - 17:01:22,49.384601,1.0685661666666666
1741798884.2684832,2025/03/12 - 17:01:23,49.38460066666666,1.0685665
1741798885.378119,2025/03/12 - 17:01:24,49.3846005,1.0685665
1741798886.487676,2025/03/12 - 17:01:26,49.3846005,1.0685666666666669
1741798887.593948,2025/03/12 - 17:01:27,49.3846005,1.0685666666666669
1741798888.7028198,2025/03/12 - 17:01:28,49.3846,1.0685668333333334
1741798889.8114617,2025/03/12 - 17:01:29,49.3846,1.068567
1741798890.914447,2025/03/12 - 17:01:30,49.3846,1.068567
