Timestamp,UTC,Latitude,Longitude
1745334691.4192233,2025/04/22 - 15:11:30,49.38497733333333,1.0677889999999999
1745334691.535349,2025/04/22 - 15:11:31,49.384977166666665,1.0677891666666666
1745334692.51487,2025/04/22 - 15:11:32,49.38497683333333,1.0677891666666666
1745334693.542126,2025/04/22 - 15:11:33,49.38497666666667,1.0677896666666666
1745334694.5604837,2025/04/22 - 15:11:34,49.38498466666667,1.067792
1745334695.5747435,2025/04/22 - 15:11:35,49.38499766666666,1.067802
1745334696.5242343,2025/04/22 - 15:11:36,49.38501216666667,1.0678191666666665
1745334697.575862,2025/04/22 - 15:11:37,49.38502416666667,1.067834
1745334698.5122695,2025/04/22 - 15:11:38,49.385035,1.0678461666666668
1745334699.5638576,2025/04/22 - 15:11:39,49.385044,1.0678586666666667
1745334700.5574002,2025/04/22 - 15:11:40,49.385048833333336,1.0678705
1745334701.5517502,2025/04/22 - 15:11:41,49.38505216666667,1.0678816666666666
1745334702.5453134,2025/04/22 - 15:11:42,49.385057333333336,1.0678951666666667
1745334703.5964434,2025/04/22 - 15:11:43,49.385064166666666,1.0679098333333332
1745334704.5901656,2025/04/22 - 15:11:44,49.38506983333333,1.0679241666666666
1745334705.5837185,2025/04/22 - 15:11:45,49.38507416666667,1.0679378333333334
1745334706.5773902,2025/04/22 - 15:11:46,49.38507833333333,1.067955
1745334707.5709605,2025/04/22 - 15:11:47,49.3850835,1.0679713333333334
1745334708.5644531,2025/04/22 - 15:11:48,49.385087166666665,1.0679845
1745334709.6155353,2025/04/22 - 15:11:49,49.385091833333334,1.067998
1745334710.6092885,2025/04/22 - 15:11:50,49.385096833333336,1.0680123333333333
1745334711.6029105,2025/04/22 - 15:11:51,49.385102833333335,1.068029
1745334712.596443,2025/04/22 - 15:11:52,49.3851075,1.0680456666666667
1745334713.6475034,2025/04/22 - 15:11:53,49.38511116666667,1.068061
1745334714.6411567,2025/04/22 - 15:11:54,49.385113,1.068076
1745334715.634677,2025/04/22 - 15:11:55,49.38511616666666,1.0680906666666667
1745334716.628305,2025/04/22 - 15:11:56,49.38512033333333,1.068104
1745334717.621963,2025/04/22 - 15:11:57,49.38512733333333,1.0681175
1745334718.615538,2025/04/22 - 15:11:58,49.38513316666667,1.0681295
1745334719.6091585,2025/04/22 - 15:11:59,49.385138166666664,1.0681416666666665
1745334720.6028047,2025/04/22 - 15:12:00,49.3851435,1.0681548333333333
1745334721.5964215,2025/04/22 - 15:12:01,49.385149166666665,1.0681685
1745334722.5902114,2025/04/22 - 15:12:02,49.38515433333333,1.0681806666666667
1745334723.6414146,2025/04/22 - 15:12:03,49.3851615,1.0681921666666667
1745334724.5774403,2025/04/22 - 15:12:04,49.385168,1.0682041666666666
1745334725.5710294,2025/04/22 - 15:12:05,49.38517516666666,1.068216
1745334726.622245,2025/04/22 - 15:12:06,49.385183166666664,1.0682281666666666
1745334727.615884,2025/04/22 - 15:12:07,49.385190333333334,1.0682413333333334
1745334728.6670673,2025/04/22 - 15:12:08,49.38519933333333,1.0682543333333334
1745334729.6031392,2025/04/22 - 15:12:09,49.385207333333334,1.0682683333333334
1745334730.6543396,2025/04/22 - 15:12:10,49.385214166666664,1.068283
1745334731.6478903,2025/04/22 - 15:12:11,49.385223833333335,1.068296
1745334732.584102,2025/04/22 - 15:12:12,49.3852355,1.0683093333333333
1745334733.577689,2025/04/22 - 15:12:13,49.38524616666667,1.068322
1745334734.6288624,2025/04/22 - 15:12:14,49.38525816666667,1.0683346666666667
1745334735.6224208,2025/04/22 - 15:12:15,49.38527033333333,1.0683475
1745334736.6160707,2025/04/22 - 15:12:16,49.38528083333333,1.0683608333333334
1745334737.6096947,2025/04/22 - 15:12:17,49.385288,1.0683728333333333
1745334738.6608267,2025/04/22 - 15:12:18,49.385296,1.0683863333333332
1745334739.6543577,2025/04/22 - 15:12:19,49.3853055,1.0684008333333332
1745334740.5907755,2025/04/22 - 15:12:20,49.38531583333333,1.068415
1745334741.64196,2025/04/22 - 15:12:21,49.385326666666664,1.0684293333333332
1745334742.635665,2025/04/22 - 15:12:22,49.3853375,1.0684438333333333
1745334743.6294153,2025/04/22 - 15:12:23,49.385347,1.0684578333333332
1745334744.5654912,2025/04/22 - 15:12:24,49.3853565,1.068472
1745334745.6166375,2025/04/22 - 15:12:25,49.38536633333333,1.0684836666666666
1745334746.6104245,2025/04/22 - 15:12:26,49.3853745,1.0684956666666667
1745334747.6041024,2025/04/22 - 15:12:27,49.38538116666667,1.0685078333333333
1745334748.597714,2025/04/22 - 15:12:28,49.38539033333333,1.0685211666666667
1745334749.5913148,2025/04/22 - 15:12:29,49.38539933333333,1.0685341666666666
1745334750.642496,2025/04/22 - 15:12:30,49.385408166666664,1.0685475
1745334751.5785923,2025/04/22 - 15:12:31,49.385417833333335,1.0685593333333334
1745334752.5723693,2025/04/22 - 15:12:32,49.385428,1.06857
1745334753.5659657,2025/04/22 - 15:12:33,49.385438,1.0685818333333332
1745334754.6171458,2025/04/22 - 15:12:34,49.385448333333336,1.0685951666666667
1745334755.6107292,2025/04/22 - 15:12:35,49.3854585,1.0686093333333333
1745334756.5467634,2025/04/22 - 15:12:36,49.385468833333334,1.0686231666666666
1745334757.5979755,2025/04/22 - 15:12:37,49.38547783333333,1.068634
1745334758.59182,2025/04/22 - 15:12:38,49.38549,1.0686473333333333
1745334759.5854845,2025/04/22 - 15:12:39,49.385501833333336,1.0686606666666667
1745334760.636673,2025/04/22 - 15:12:40,49.38551316666667,1.0686736666666667
1745334761.630305,2025/04/22 - 15:12:41,49.385525,1.0686851666666666
1745334762.566414,2025/04/22 - 15:12:42,49.385536,1.068695
1745334763.6175404,2025/04/22 - 15:12:43,49.385545666666665,1.0687024999999999
1745334764.6113074,2025/04/22 - 15:12:44,49.385556333333334,1.0687098333333334
1745334765.604995,2025/04/22 - 15:12:45,49.38556666666667,1.0687123333333333
1745334766.5986538,2025/04/22 - 15:12:46,49.385577,1.0687063333333333
1745334767.6497726,2025/04/22 - 15:12:47,49.38558466666667,1.0686918333333333
1745334768.585856,2025/04/22 - 15:12:48,49.385593666666665,1.0686728333333333
1745334769.6370416,2025/04/22 - 15:12:49,49.3856,1.0686556666666667
1745334770.628802,2025/04/22 - 15:12:50,49.38560433333333,1.0686398333333333
1745334771.6224437,2025/04/22 - 15:12:51,49.385609333333335,1.0686216666666666
1745334772.6161726,2025/04/22 - 15:12:52,49.38561416666666,1.0686031666666667
1745334773.6672935,2025/04/22 - 15:12:53,49.385618666666666,1.0685845
1745334774.6035311,2025/04/22 - 15:12:54,49.385624666666665,1.0685651666666667
1745334775.5974276,2025/04/22 - 15:12:55,49.38563083333333,1.0685478333333334
1745334776.5915918,2025/04/22 - 15:12:56,49.385637,1.0685315
1745334777.5854325,2025/04/22 - 15:12:57,49.385641666666665,1.0685181666666665
1745334778.6365898,2025/04/22 - 15:12:58,49.38564816666667,1.0685025
1745334779.5727105,2025/04/22 - 15:12:59,49.385654833333334,1.0684851666666666
1745334780.623991,2025/04/22 - 15:13:00,49.38566083333333,1.0684683333333334
1745334781.6176646,2025/04/22 - 15:13:01,49.38566683333333,1.0684563333333332
1745334782.6115081,2025/04/22 - 15:13:02,49.385672166666666,1.0684441666666666
1745334783.6053486,2025/04/22 - 15:13:03,49.3856775,1.0684271666666667
1745334784.5989273,2025/04/22 - 15:13:04,49.38568183333333,1.06841
1745334785.6499693,2025/04/22 - 15:13:05,49.385686166666666,1.0683911666666666
1745334786.643541,2025/04/22 - 15:13:06,49.385692166666665,1.0683718333333334
1745334787.6371818,2025/04/22 - 15:13:07,49.3856975,1.068351
1745334788.6294074,2025/04/22 - 15:13:08,49.385703,1.0683316666666667
1745334789.5655007,2025/04/22 - 15:13:09,49.385709,1.0683138333333333
1745334790.5590494,2025/04/22 - 15:13:10,49.385714166666666,1.068296
1745334791.5526748,2025/04/22 - 15:13:11,49.38571833333333,1.0682785
1745334792.6037195,2025/04/22 - 15:13:12,49.385723666666664,1.068262
1745334793.597363,2025/04/22 - 15:13:13,49.38572816666667,1.0682438333333333
1745334794.5911818,2025/04/22 - 15:13:14,49.385733333333334,1.0682255
1745334795.642374,2025/04/22 - 15:13:15,49.385738833333335,1.0682076666666667
1745334796.6362,2025/04/22 - 15:13:16,49.385744833333334,1.0681896666666666
1745334797.572271,2025/04/22 - 15:13:17,49.38575183333333,1.0681713333333334
1745334798.5658658,2025/04/22 - 15:13:18,49.38575683333333,1.0681531666666666
1745334799.5596128,2025/04/22 - 15:13:19,49.38575983333333,1.0681356666666666
1745334800.6110408,2025/04/22 - 15:13:20,49.38575866666667,1.068118
1745334801.6047246,2025/04/22 - 15:13:21,49.3857545,1.068101
1745334802.598364,2025/04/22 - 15:13:22,49.385750333333334,1.0680856666666667
1745334803.6495132,2025/04/22 - 15:13:23,49.385746,1.0680705
1745334804.64315,2025/04/22 - 15:13:24,49.38574116666667,1.0680556666666667
1745334805.5793269,2025/04/22 - 15:13:25,49.38573683333333,1.0680399999999999
1745334806.5731735,2025/04/22 - 15:13:26,49.385731166666666,1.0680243333333332
1745334807.6242964,2025/04/22 - 15:13:27,49.385725,1.0680086666666666
